record_id,customer_id,subscription_id,subscription_plan,plan_category,subscription_start_date,subscription_end_date,billing_cycle,subscription_fee,discount_percent,tax_amount,final_amount_paid,payment_status,payment_method,auto_renew,renewal_count,subscription_status,feature_id,module_name,feature_name,feature_category,first_feature_used,usage_date,usage_count,active_days,session_duration_minutes,average_session_duration,feature_adoption_rate,adoption_stage,engagement_score,feature_success,error_count,device_type,login_location,ticket_id,ticket_created_date,first_response_minutes,ticket_closed_date,issue_category,priority,ticket_status,resolution_time_hours,sla_breached,assigned_team,customer_satisfaction,ticket_channel,product_version,release_cycle,churn_risk,monthly_active_user,weekly_active_user
REC000063,CUST000063,SUB000063,Business,Premium,2023-09-22,2024-09-21,Monthly,799,20,115.06,754.26,Pending,PayPal,Yes,3,Active,F0175,Reporting,Workflow,Core,Copilot,2024-01-13,211,24,565,565,84.4,Power User,100,Failed,0,Desktop,Singapore,TKT000063,2023-10-14 00:00:00,69,2023-10-16 08:00:00,Technical,High,Pending,56,No,Engineering,5,Email,v3.0,Stable,Low,Yes,No
REC000064,CUST000064,SUB000064,Business,Premium,2023-01-15,2024-01-15,Annual,799,0,143.82,942.82,Paid,Card,Yes,3,Active,F0058,Billing,SSO,Core,Workflow,2023-06-22,245,10,690,98.6,98,Power User,100,Success,4,Tablet,Singapore,TKT000064,2023-05-08 00:00:00,171,2023-05-10 16:00:00,Technical,Low,Open,64,Yes,Customer Success,3.9,Email,v2.2,Stable,Medium,Yes,No
REC000065,CUST000065,SUB000065,Business,Premium,2024-02-25,2024-03-26,Monthly,799,5,136.63,895.68,Paid,Card,No,2,Active,F0228,Automation,Workflow,AI,Invoice,2024-03-26,232,20,627,313.5,92.8,Power User,100,Success,2,Mobile,Singapore,TKT000065,2024-09-08 00:00:00,80,2024-09-08 15:00:00,Technical,Low,Open,15,No,Customer Success,4.7,Email,v2.1,Beta,Low,No,Yes
REC000066,CUST000066,SUB000066,Business,Premium,2023-10-30,2023-11-29,Quarterly,799,5,136.63,895.68,Paid,UPI,No,7,Active,F0249,Analytics,API,Core,API,2023-11-14,208,13,547,109.4,83.2,Power User,100,Success,0,Desktop,Germany,TKT000066,2023-11-10 00:00:00,19,2023-11-10 13:00:00,Integration,High,Open,13,Yes,Engineering,4.9,Chat,v3.0,Stable,Low,No,Yes
REC000067,CUST000067,SUB000067,Business,Premium,2023-04-25,2023-07-24,Monthly,799,5,136.63,895.68,Paid,Card,Yes,7,Active,F0161,Billing,Forecasting,Premium,Workflow,2023-09-29,176,25,494,98.8,70.4,Power User,71,Failed,0,Desktop,Singapore,TKT000067,2023-06-12 00:00:00,112,2023-06-13 04:00:00,Login,Low,Open,28,Yes,Billing,4.5,Phone,v3.0,Stable,Low,Yes,Yes
REC000068,CUST000068,SUB000068,Business,Premium,2023-01-28,2024-01-28,Annual,799,15,122.25,801.4,Paid,Card,Yes,6,Active,F0077,AI Assistant,Invoice,Premium,SSO,2023-02-11,85,25,247,30.9,34,Adopted,19,Success,6,Mobile,UK,TKT000068,2023-08-07 00:00:00,84,2023-08-11 00:00:00,Technical,Critical,Open,96,Yes,Support,3,Email,v2.0,LTS,Medium,No,No
REC000069,CUST000069,SUB000069,Business,Premium,2023-10-24,2023-11-23,Quarterly,799,0,143.82,942.82,Paid,PayPal,No,7,Active,F0055,Analytics,Invoice,Premium,Forecasting,2024-03-31,137,20,399,66.5,54.8,Power User,76,Success,2,Tablet,UK,TKT000069,2024-08-16 00:00:00,95,2024-08-17 15:00:00,Login,Critical,Resolved,39,No,Support,4.6,Phone,v3.0,Stable,Low,Yes,No
REC000070,CUST000070,SUB000070,Business,Premium,2024-02-05,2025-02-04,Quarterly,799,15,122.25,801.4,Paid,UPI,Yes,3,Active,F0007,CRM,Dashboard,Premium,Workflow,2024-02-18,219,16,610,87.1,87.6,Power User,100,Failed,0,Mobile,UK,TKT000070,2024-07-16 00:00:00,110,2024-07-18 12:00:00,Technical,High,Closed,60,No,Support,5,Chat,v2.1,LTS,Low,Yes,Yes
REC000071,CUST000071,SUB000071,Business,Premium,2023-08-18,2024-08-17,Annual,799,20,115.06,754.26,Paid,Bank Transfer,No,1,Active,F0204,Reporting,Reports,Premium,Forecasting,2023-08-29,209,16,588,117.6,83.6,Power User,87,Failed,1,Tablet,USA,TKT000071,2023-12-17 00:00:00,131,2023-12-20 00:00:00,Login,High,Open,72,No,Support,4.3,Portal,v2.1,Stable,Low,No,No
REC000072,CUST000072,SUB000072,Business,Premium,2023-03-06,2023-06-04,Annual,799,0,143.82,942.82,Paid,UPI,Yes,0,Active,F0249,Automation,SSO,Core,Copilot,2023-06-16,201,14,574,71.8,80.4,Power User,100,Success,2,Desktop,Germany,TKT000072,2023-04-13 00:00:00,29,2023-04-13 02:00:00,Login,Critical,Resolved,2,Yes,Customer Success,4.4,Chat,v3.0,LTS,Low,Yes,Yes
REC000073,CUST000073,SUB000073,Business,Premium,2023-03-24,2023-04-23,Monthly,799,20,115.06,754.26,Paid,Bank Transfer,Yes,3,Active,F0233,AI Assistant,Copilot,AI,Copilot,2023-03-25,160,21,463,115.8,64,Power User,81,Success,1,Tablet,Singapore,TKT000073,2023-04-12 00:00:00,178,2023-04-12 16:00:00,Technical,Medium,Pending,16,No,Customer Success,4.9,Email,v3.0,LTS,Low,No,Yes
REC000074,CUST000074,SUB000074,Business,Premium,2023-10-25,2024-01-23,Annual,799,0,143.82,942.82,Paid,UPI,Yes,0,Active,F0014,Integrations,Forecasting,Premium,Copilot,2023-10-29,69,12,225,225,27.6,Adopted,50,Failed,5,Desktop,Germany,TKT000074,2023-12-05 00:00:00,118,2023-12-06 01:00:00,Feature Request,Critical,Open,25,No,Engineering,3.4,Email,v3.0,Beta,Medium,Yes,No
REC000075,CUST000075,SUB000075,Business,Premium,2024-01-05,2024-02-04,Quarterly,799,10,129.44,848.54,Paid,Card,Yes,6,Active,F0007,Reporting,Invoice,AI,Reports,2024-01-19,88,27,228,32.6,35.2,Adopted,47,Failed,2,Desktop,USA,TKT000075,2024-02-10 00:00:00,10,2024-02-10 04:00:00,Login,Critical,Open,4,Yes,Engineering,4,Phone,v3.0,LTS,Low,No,No
REC000076,CUST000076,SUB000076,Enterprise,Premium,2024-01-02,2025-01-01,Monthly,2499,15,382.35,2506.5,Paid,Card,No,7,Active,F0204,Analytics,Copilot,AI,Copilot,2024-06-01,184,14,508,72.6,73.6,Power User,88,Success,0,Desktop,USA,TKT000076,2024-08-19 00:00:00,35,2024-08-19 02:00:00,Billing,Low,Resolved,2,No,Engineering,4.9,Chat,v3.0,Beta,Low,Yes,No
REC000077,CUST000077,SUB000077,Enterprise,Premium,2023-08-01,2024-07-31,Annual,2499,5,427.33,2801.38,Paid,PayPal,Yes,3,Active,F0154,Reporting,Copilot,Premium,Dashboard,2023-11-02,32,11,96,24,12.8,New,26,Failed,7,Tablet,USA,TKT000077,2023-11-06 00:00:00,78,2023-11-08 06:00:00,Feature Request,High,Pending,54,Yes,Support,3.3,Portal,v2.2,Beta,Medium,No,No
REC000078,CUST000078,SUB000078,Enterprise,Premium,2023-08-24,2023-09-23,Annual,2499,15,382.35,2506.5,Paid,Bank Transfer,No,2,Active,F0202,CRM,SSO,Premium,Copilot,2024-02-28,14,20,40,8,5.6,New,21,Failed,1,Mobile,Germany,TKT000078,2024-01-22 00:00:00,30,2024-01-22 21:00:00,Billing,High,Pending,21,Yes,Support,4.6,Phone,v2.2,Beta,Low,Yes,Yes
REC000079,CUST000079,SUB000079,Enterprise,Premium,2023-07-19,2023-10-17,Monthly,2499,0,449.82,2948.82,Paid,UPI,No,1,Active,F0170,Integrations,Invoice,AI,API,2023-08-10,85,23,267,66.8,34,Adopted,47,Failed,2,Mobile,India,TKT000079,2023-08-29 00:00:00,157,2023-08-31 18:00:00,Feature Request,Low,Closed,66,Yes,Billing,4.1,Phone,v2.2,LTS,Low,Yes,No
REC000080,CUST000080,SUB000080,Enterprise,Premium,2023-02-07,2023-03-09,Annual,2499,10,404.84,2653.94,Paid,Bank Transfer,No,1,Active,F0120,AI Assistant,Forecasting,AI,Copilot,2023-05-03,236,17,674,84.2,94.4,Power User,100,Success,5,Desktop,UK,TKT000080,2023-06-28 00:00:00,16,2023-07-01 22:00:00,Technical,Critical,Pending,94,No,Support,3.3,Chat,v2.1,Stable,Medium,Yes,Yes
REC000081,CUST000081,SUB000081,Enterprise,Premium,2024-01-17,2025-01-16,Quarterly,2499,15,382.35,2506.5,Paid,Card,No,4,Active,F0154,Integrations,Copilot,Premium,API,2024-03-06,171,21,481,481,68.4,Power User,71,Failed,3,Mobile,India,TKT000081,2024-03-18 00:00:00,143,2024-03-20 02:00:00,Login,Low,Resolved,50,Yes,Support,3.8,Chat,v2.1,Beta,Medium,No,No
REC000082,CUST000082,SUB000082,Enterprise,Premium,2023-10-16,2024-10-15,Annual,2499,0,449.82,2948.82,Paid,Card,Yes,7,Active,F0240,Integrations,SSO,Core,Workflow,2024-03-16,153,30,422,52.8,61.2,Power User,63,Success,3,Desktop,Germany,TKT000082,2024-03-09 00:00:00,8,2024-03-10 04:00:00,Login,High,Resolved,28,No,Customer Success,4.3,Phone,v2.1,LTS,Low,No,Yes
REC000083,CUST000083,SUB000083,Enterprise,Premium,2023-10-28,2024-01-26,Quarterly,2499,15,382.35,2506.5,Paid,Bank Transfer,No,3,Active,F0211,Billing,Copilot,Premium,Invoice,2024-02-27,178,4,476,158.7,71.2,Power User,78,Success,1,Tablet,UK,TKT000083,2023-12-03 00:00:00,162,2023-12-06 06:00:00,Integration,Critical,Closed,78,Yes,Customer Success,4.6,Email,v2.0,Beta,Low,No,Yes
REC000084,CUST000084,SUB000084,Enterprise,Premium,2023-01-12,2023-04-12,Monthly,2499,5,427.33,2801.38,Paid,Bank Transfer,Yes,5,Active,F0117,Reporting,Forecasting,AI,Workflow,2023-04-16,34,23,100,100,13.6,New,24,Success,3,Desktop,USA,TKT000084,2023-02-19 00:00:00,117,2023-02-21 21:00:00,Billing,Medium,Pending,69,Yes,Billing,4.4,Email,v2.2,Stable,Low,Yes,Yes
REC000085,CUST000085,SUB000085,Enterprise,Premium,2023-01-13,2024-01-13,Annual,2499,10,404.84,2653.94,Paid,Bank Transfer,Yes,1,Active,F0051,Analytics,SSO,AI,Copilot,2023-07-19,131,30,364,364,52.4,Power User,49,Success,2,Tablet,Singapore,TKT000085,2023-08-15 00:00:00,64,2023-08-15 03:00:00,Billing,Medium,Resolved,3,Yes,Support,4,Chat,v2.1,LTS,Low,No,No
REC000086,CUST000086,SUB000086,Enterprise,Premium,2024-01-27,2024-02-26,Quarterly,2499,20,359.86,2359.06,Paid,PayPal,Yes,1,Active,F0184,Integrations,API,AI,Invoice,2024-02-28,15,15,31,31,6,New,20,Failed,7,Mobile,UK,TKT000086,2024-02-03 00:00:00,171,2024-02-06 21:00:00,Login,High,Resolved,93,No,Support,2.9,Email,v3.0,Beta,High,Yes,No
REC000087,CUST000087,SUB000087,Enterprise,Premium,2023-10-09,2023-11-08,Quarterly,2499,20,359.86,2359.06,Paid,Bank Transfer,Yes,2,Active,F0062,Integrations,Workflow,Premium,Copilot,2023-11-07,26,22,63,9,10.4,New,15,Failed,4,Desktop,UK,TKT000087,2024-03-18 00:00:00,70,2024-03-18 23:00:00,Feature Request,Medium,Open,23,No,Engineering,4.2,Phone,v2.2,Beta,Low,No,Yes
REC000088,CUST000088,SUB000088,Enterprise,Premium,2023-08-26,2024-08-25,Monthly,2499,5,427.33,2801.38,Paid,Bank Transfer,Yes,4,Active,F0187,Billing,API,Core,Dashboard,2023-09-28,113,25,330,55,45.2,Adopted,55,Failed,2,Desktop,USA,TKT000088,2024-06-17 00:00:00,157,2024-06-20 02:00:00,Technical,Medium,Closed,74,Yes,Support,4.4,Phone,v3.0,LTS,Low,No,No
REC000089,CUST000089,SUB000089,Enterprise,Premium,2023-01-23,2023-02-22,Quarterly,2499,0,449.82,2948.82,Paid,Card,No,7,Active,F0159,AI Assistant,SSO,AI,API,2023-05-08,220,20,607,75.9,88,Power User,99,Success,0,Tablet,UK,TKT000089,2023-08-03 00:00:00,82,2023-08-04 09:00:00,Integration,Critical,Pending,33,Yes,Support,4.6,Phone,v2.2,Beta,Low,No,No
REC000090,CUST000090,SUB000090,Enterprise,Premium,2024-05-06,2024-08-04,Quarterly,2499,0,449.82,2948.82,Paid,UPI,No,6,Active,F0108,Reporting,Dashboard,AI,Invoice,2024-06-02,145,23,392,78.4,58,Power User,67,Success,2,Desktop,Singapore,TKT000090,2024-12-16 00:00:00,104,2024-12-16 11:00:00,Feature Request,Critical,Closed,11,No,Customer Success,4.8,Portal,v2.0,Stable,Low,No,Yes
REC000091,CUST000091,SUB000091,Starter,Standard,2024-04-20,2024-05-20,Quarterly,99,5,16.93,110.98,Paid,Bank Transfer,No,8,Active,F0207,Reporting,Reports,Core,Workflow,2024-09-14,88,20,228,45.6,35.2,Adopted,31,Failed,1,Desktop,Germany,TKT000091,2024-10-28 00:00:00,150,2024-10-31 17:00:00,Integration,High,Closed,89,No,Engineering,4.9,Phone,v2.1,Stable,Low,Yes,Yes
REC000092,CUST000092,SUB000092,Starter,Standard,2023-02-02,2024-02-02,Monthly,99,10,16.04,105.14,Paid,UPI,No,8,Active,F0145,AI Assistant,Forecasting,AI,Dashboard,2023-07-05,55,22,167,55.7,22,Adopted,26,Failed,4,Tablet,UK,TKT000092,2023-09-13 00:00:00,109,2023-09-16 21:00:00,Login,Low,Pending,93,Yes,Support,4.2,Chat,v3.0,LTS,Low,No,Yes
REC000093,CUST000093,SUB000093,Starter,Standard,2024-01-31,2024-04-30,Monthly,99,5,16.93,110.98,Paid,UPI,No,2,Active,F0137,Billing,SSO,Core,Reports,2024-07-09,27,8,100,100,10.8,New,24,Failed,8,Tablet,Germany,TKT000093,2024-03-18 00:00:00,40,2024-03-18 16:00:00,Billing,Low,Pending,16,No,Engineering,3,Portal,v2.2,LTS,Medium,Yes,No
REC000094,CUST000094,SUB000094,Starter,Standard,2023-02-23,2024-02-23,Quarterly,99,15,15.15,99.3,Paid,PayPal,Yes,2,Active,F0052,Automation,SSO,Core,Forecasting,2023-08-07,57,19,161,23,22.8,Adopted,35,Failed,3,Desktop,India,TKT000094,2023-06-27 00:00:00,115,2023-06-29 03:00:00,Technical,Medium,Pending,51,No,Customer Success,4,Chat,v2.0,Beta,Low,No,No
REC000095,CUST000095,SUB000095,Starter,Standard,2023-01-05,2023-04-05,Monthly,99,0,17.82,116.82,Paid,PayPal,No,5,Active,F0198,Analytics,API,Premium,SSO,2023-05-21,224,28,623,155.8,89.6,Power User,100,Success,2,Tablet,USA,TKT000095,2023-02-24 00:00:00,31,2023-02-26 21:00:00,Integration,Medium,Pending,69,Yes,Support,4.3,Email,v2.2,Beta,Low,No,Yes
REC000096,CUST000096,SUB000096,Starter,Standard,2023-11-22,2024-02-20,Quarterly,99,10,16.04,105.14,Paid,Bank Transfer,No,6,Active,F0116,Security,Reports,AI,Reports,2024-02-04,99,9,287,143.5,39.6,Adopted,59,Failed,8,Mobile,UK,TKT000096,2024-07-01 00:00:00,137,2024-07-04 01:00:00,Billing,Critical,Pending,73,Yes,Engineering,2.3,Chat,v3.0,Stable,High,No,No
REC000097,CUST000097,SUB000097,Starter,Standard,2024-03-13,2024-06-11,Quarterly,99,5,16.93,110.98,Paid,Bank Transfer,No,3,Active,F0034,AI Assistant,Workflow,AI,SSO,2024-06-01,233,5,628,314,93.2,Power User,99,Failed,3,Mobile,UK,TKT000097,2024-09-27 00:00:00,38,2024-09-28 17:00:00,Integration,Low,Open,41,Yes,Support,4.2,Email,v2.1,Stable,Low,Yes,No
REC000098,CUST000098,SUB000098,Starter,Standard,2023-01-31,2023-03-02,Annual,99,15,15.15,99.3,Paid,PayPal,No,4,Active,F0230,Analytics,SSO,Premium,SSO,2023-04-25,184,13,519,86.5,73.6,Power User,100,Failed,4,Tablet,USA,TKT000098,2023-03-04 00:00:00,78,2023-03-04 07:00:00,Feature Request,Low,Open,7,No,Billing,3.4,Portal,v2.0,Stable,Medium,Yes,No
REC000099,CUST000099,SUB000099,Starter,Standard,2023-10-11,2024-01-09,Quarterly,99,0,17.82,116.82,Paid,UPI,No,0,Active,F0220,Reporting,API,Premium,Copilot,2024-03-07,35,14,61,15.2,14,New,15,Failed,2,Tablet,Germany,TKT000099,2024-07-06 00:00:00,160,2024-07-09 21:00:00,Login,High,Pending,93,Yes,Support,4,Chat,v3.0,Stable,Low,No,No
REC000100,CUST000100,SUB000100,Starter,Standard,2023-01-31,2023-03-02,Quarterly,99,5,16.93,110.98,Paid,PayPal,Yes,3,Active,F0184,AI Assistant,Workflow,Core,Dashboard,2023-05-23,66,19,158,22.6,26.4,Adopted,15,Failed,4,Desktop,USA,TKT000100,2023-05-19 00:00:00,159,2023-05-21 20:00:00,Login,Low,Pending,68,Yes,Customer Success,3.7,Phone,v2.2,Beta,Medium,No,Yes
REC000101,CUST000101,SUB000101,Growth,Standard,2023-01-26,2023-02-25,Annual,299,10,48.44,317.54,Paid,Card,No,2,Active,F0086,Reporting,Workflow,AI,API,2023-02-14,225,21,647,647,90,Power User,100,Failed,2,Mobile,India,TKT000101,2023-06-24 00:00:00,114,2023-06-24 20:00:00,Billing,High,Pending,20,Yes,Customer Success,4.2,Portal,v2.0,Stable,Low,Yes,No
REC000102,CUST000102,SUB000102,Growth,Standard,2023-01-01,2023-04-01,Quarterly,299,15,45.75,299.9,Paid,UPI,No,2,Active,F0091,CRM,Copilot,Core,Invoice,2023-07-10,187,26,532,88.7,74.8,Power User,86,Failed,3,Tablet,UK,TKT000102,2023-04-06 00:00:00,31,2023-04-07 02:00:00,Technical,High,Pending,26,No,Support,4.2,Chat,v2.1,Beta,Low,Yes,No
REC000103,CUST000103,SUB000103,Growth,Standard,2024-04-19,2024-07-18,Monthly,299,0,53.82,352.82,Paid,PayPal,Yes,7,Active,F0069,Integrations,Copilot,Core,Invoice,2024-05-10,33,23,88,14.7,13.2,New,20,Success,9,Desktop,UK,TKT000103,2024-09-23 00:00:00,129,2024-09-23 17:00:00,Technical,High,Open,17,Yes,Customer Success,1.9,Chat,v2.2,Beta,High,Yes,Yes
REC000104,CUST000104,SUB000104,Growth,Standard,2023-01-02,2023-04-02,Quarterly,299,20,43.06,282.26,Paid,Card,Yes,6,Active,F0001,Security,SSO,Core,Workflow,2023-07-16,234,21,657,328.5,93.6,Power User,100,Failed,3,Tablet,USA,TKT000104,2023-10-23 00:00:00,174,2023-10-24 05:00:00,Technical,Medium,Pending,29,Yes,Customer Success,4,Email,v3.0,LTS,Low,No,No
REC000105,CUST000105,SUB000105,Growth,Standard,2023-09-11,2023-12-10,Quarterly,299,0,53.82,352.82,Pending,Card,No,1,Active,F0041,Billing,Forecasting,Core,SSO,2023-12-20,155,21,436,54.5,62,Power User,79,Failed,1,Tablet,UK,TKT000105,2024-02-20 00:00:00,25,2024-02-21 20:00:00,Integration,Critical,Resolved,44,No,Billing,4.3,Chat,v2.0,LTS,Low,Yes,No
REC000106,CUST000106,SUB000106,Growth,Standard,2023-05-31,2023-08-29,Quarterly,299,20,43.06,282.26,Paid,Card,Yes,5,Active,F0041,Analytics,Dashboard,AI,Invoice,2023-10-21,72,15,212,30.3,28.8,Adopted,56,Success,5,Desktop,UK,TKT000106,2023-06-12 00:00:00,10,2023-06-13 07:00:00,Feature Request,Medium,Closed,31,Yes,Engineering,3.9,Email,v2.2,LTS,Medium,Yes,Yes
REC000107,CUST000107,SUB000107,Growth,Standard,2023-03-01,2023-05-30,Annual,299,10,48.44,317.54,Paid,PayPal,No,2,Active,F0037,Security,SSO,AI,Invoice,2023-07-08,245,19,734,244.7,98,Power User,100,Success,1,Desktop,USA,TKT000107,2023-09-19 00:00:00,123,2023-09-20 14:00:00,Billing,High,Open,38,No,Support,4.3,Phone,v3.0,Stable,Low,No,No
REC000108,CUST000108,SUB000108,Growth,Standard,2023-04-22,2023-05-22,Quarterly,299,5,51.13,335.18,Pending,UPI,Yes,4,Active,F0203,Reporting,SSO,Premium,Copilot,2023-05-28,107,21,291,48.5,42.8,Adopted,49,Failed,3,Mobile,Germany,TKT000108,2023-07-10 00:00:00,48,2023-07-11 18:00:00,Login,Low,Resolved,42,No,Engineering,4,Phone,v3.0,LTS,Low,Yes,Yes
REC000109,CUST000109,SUB000109,Growth,Standard,2023-03-13,2023-04-12,Quarterly,299,15,45.75,299.9,Paid,UPI,Yes,1,Active,F0133,CRM,API,Premium,Workflow,2023-09-10,204,19,554,92.3,81.6,Power User,90,Failed,3,Mobile,UK,TKT000109,2023-10-11 00:00:00,87,2023-10-11 14:00:00,Technical,High,Closed,14,Yes,Customer Success,4.3,Portal,v2.2,Beta,Low,No,Yes
REC000110,CUST000110,SUB000110,Growth,Standard,2023-12-27,2024-03-26,Annual,299,15,45.75,299.9,Paid,UPI,No,8,Active,F0161,Billing,API,Core,Workflow,2024-02-07,154,25,459,229.5,61.6,Power User,74,Failed,1,Tablet,Germany,TKT000110,2024-05-28 00:00:00,48,2024-05-29 23:00:00,Feature Request,High,Pending,47,No,Customer Success,4.3,Portal,v3.0,Stable,Low,Yes,No
REC000111,CUST000111,SUB000111,Growth,Standard,2024-05-05,2024-06-04,Annual,299,10,48.44,317.54,Paid,UPI,No,4,Active,F0218,AI Assistant,Copilot,AI,API,2024-06-26,203,16,590,196.7,81.2,Power User,100,Success,4,Tablet,Singapore,TKT000111,2024-10-24 00:00:00,5,2024-10-26 00:00:00,Technical,Low,Resolved,48,Yes,Support,3.9,Chat,v2.0,Stable,Medium,Yes,Yes
REC000112,CUST000112,SUB000112,Growth,Standard,2024-03-17,2024-06-15,Monthly,299,20,43.06,282.26,Pending,PayPal,No,6,Active,F0203,Automation,API,AI,SSO,2024-09-27,102,19,310,155,40.8,Adopted,65,Failed,3,Mobile,UK,TKT000112,2024-10-24 00:00:00,27,2024-10-25 02:00:00,Technical,Low,Closed,26,Yes,Support,4.4,Phone,v3.0,Stable,Low,Yes,Yes
REC000113,CUST000113,SUB000113,Growth,Standard,2023-02-20,2024-02-20,Annual,299,5,51.13,335.18,Paid,UPI,Yes,4,Active,F0227,Automation,Copilot,Premium,API,2023-09-03,85,18,245,30.6,34,Adopted,40,Failed,7,Desktop,India,TKT000113,2023-03-09 00:00:00,102,2023-03-09 16:00:00,Technical,Critical,Closed,16,Yes,Engineering,2.5,Chat,v2.0,Stable,High,No,No
REC000114,CUST000114,SUB000114,Growth,Standard,2023-01-21,2024-01-21,Quarterly,299,10,48.44,317.54,Paid,UPI,Yes,3,Active,F0053,Billing,API,Premium,Workflow,2023-06-20,167,25,459,76.5,66.8,Power User,100,Failed,1,Mobile,UK,TKT000114,2023-06-02 00:00:00,136,2023-06-04 20:00:00,Integration,Medium,Pending,68,Yes,Billing,5,Phone,v2.0,LTS,Low,Yes,No
REC000115,CUST000115,SUB000115,Growth,Standard,2023-10-04,2023-11-03,Monthly,299,0,53.82,352.82,Paid,PayPal,No,6,Active,F0200,Security,API,Premium,Dashboard,2024-01-26,239,9,680,226.7,95.6,Power User,100,Failed,1,Desktop,Singapore,TKT000115,2023-10-23 00:00:00,147,2023-10-26 18:00:00,Integration,Low,Resolved,90,Yes,Customer Success,4.2,Phone,v2.2,LTS,Low,Yes,Yes
REC000116,CUST000116,SUB000116,Growth,Standard,2023-12-12,2024-03-11,Monthly,299,5,51.13,335.18,Paid,UPI,No,7,Active,F0071,Analytics,SSO,Premium,Dashboard,2024-06-02,221,15,583,583,88.4,Power User,91,Failed,2,Tablet,Germany,TKT000116,2024-03-07 00:00:00,144,2024-03-09 05:00:00,Feature Request,High,Pending,53,No,Billing,4.3,Email,v3.0,Stable,Low,No,Yes
REC000117,CUST000117,SUB000117,Growth,Standard,2023-03-26,2023-06-24,Monthly,299,5,51.13,335.18,Paid,Bank Transfer,Yes,6,Active,F0019,Security,Invoice,Premium,Reports,2023-06-30,108,18,326,54.3,43.2,Adopted,53,Success,0,Mobile,Germany,TKT000117,2023-04-24 00:00:00,77,2023-04-27 03:00:00,Technical,Critical,Pending,75,Yes,Engineering,5,Email,v2.0,LTS,Low,Yes,Yes
REC000118,CUST000118,SUB000118,Growth,Standard,2024-03-20,2025-03-20,Annual,299,0,53.82,352.82,Pending,Bank Transfer,No,2,Active,F0165,Security,SSO,AI,Forecasting,2024-09-17,101,18,297,148.5,40.4,Adopted,44,Failed,3,Desktop,UK,TKT000118,2024-04-25 00:00:00,99,2024-04-27 01:00:00,Integration,Low,Pending,49,Yes,Customer Success,3.7,Portal,v3.0,LTS,Medium,Yes,Yes
REC000119,CUST000119,SUB000119,Growth,Standard,2024-01-20,2024-02-19,Monthly,299,5,51.13,335.18,Paid,Card,No,0,Active,F0077,Integrations,Reports,Core,Invoice,2024-04-20,96,11,278,92.7,38.4,Adopted,51,Failed,4,Desktop,India,TKT000119,2024-03-02 00:00:00,56,2024-03-04 15:00:00,Billing,Critical,Pending,63,Yes,Customer Success,3.5,Email,v2.2,Beta,Medium,Yes,Yes
REC000120,CUST000120,SUB000120,Growth,Standard,2023-05-21,2024-05-20,Annual,299,0,53.82,352.82,Pending,UPI,No,2,Active,F0118,Billing,Copilot,Premium,Forecasting,2023-07-19,157,16,440,55,62.8,Power User,68,Success,1,Mobile,India,TKT000120,2023-05-21 00:00:00,22,2023-05-22 21:00:00,Integration,Critical,Resolved,45,No,Engineering,4.5,Chat,v2.1,Beta,Low,No,Yes
REC000121,CUST000121,SUB000121,Growth,Standard,2023-12-11,2024-03-10,Annual,299,5,51.13,335.18,Paid,Card,No,8,Active,F0047,Security,SSO,Premium,Workflow,2024-01-22,55,27,162,23.1,22,Adopted,29,Failed,5,Desktop,UK,TKT000121,2024-02-29 00:00:00,24,2024-03-03 20:00:00,Feature Request,Critical,Open,92,No,Engineering,3.1,Portal,v2.0,Stable,Medium,No,Yes
REC000122,CUST000122,SUB000122,Growth,Standard,2024-02-05,2024-03-06,Monthly,299,10,48.44,317.54,Paid,UPI,Yes,3,Active,F0144,CRM,Copilot,AI,API,2024-03-13,249,16,681,97.3,99.6,Power User,100,Failed,1,Desktop,Germany,TKT000122,2024-09-28 00:00:00,88,2024-09-29 18:00:00,Feature Request,Critical,Open,42,Yes,Customer Success,4.7,Portal,v2.0,Beta,Low,No,Yes
REC000123,CUST000123,SUB000123,Growth,Standard,2023-09-08,2024-09-07,Annual,299,15,45.75,299.9,Paid,Bank Transfer,Yes,2,Active,F0098,Reporting,Forecasting,Premium,Workflow,2024-01-24,130,16,326,54.3,52,Power User,60,Failed,0,Mobile,Germany,TKT000123,2024-01-27 00:00:00,22,2024-01-30 12:00:00,Feature Request,Low,Pending,84,Yes,Support,5,Phone,v3.0,Stable,Low,No,Yes
REC000124,CUST000124,SUB000124,Growth,Standard,2023-11-06,2024-11-05,Annual,299,20,43.06,282.26,Paid,PayPal,Yes,1,Active,F0092,Automation,Forecasting,AI,SSO,2024-04-09,196,21,552,184,78.4,Power User,100,Success,1,Tablet,Germany,TKT000124,2024-02-03 00:00:00,20,2024-02-06 13:00:00,Feature Request,Critical,Resolved,85,Yes,Support,5,Portal,v2.2,LTS,Low,No,No
REC000125,CUST000125,SUB000125,Growth,Standard,2023-12-20,2024-01-19,Annual,299,15,45.75,299.9,Paid,PayPal,No,0,Active,F0183,AI Assistant,Dashboard,Premium,Reports,2024-07-05,7,21,28,28,2.8,New,15,Failed,6,Tablet,India,TKT000125,2024-04-12 00:00:00,15,2024-04-14 17:00:00,Integration,Critical,Resolved,65,No,Customer Success,3.5,Phone,v3.0,LTS,Medium,No,No
